,*Hour (MST),,ADM,**ASPN2,CAMP,CASA,CCOL,CHAT,FTCF,GJPB,GREH,I25DEN,I25GLO,**SWAN,WBY,Date,NJH
4,4:00 AM,1hr,22,15,10,9,10,16,11,9,21,13,,,9,2018-07-13,19
5,5:00 AM,1hr,28,16,12,10,11,19,12,10,26,16,,,18,2018-07-13,19
6,6:00 AM,1hr,101,19,19,16,11,27,15,21,26,19,,,49,2018-07-13,22
7,7:00 AM,1hr,168,16,22,16,14,74,13,27,26,65,,,73,2018-07-13,23
8,8:00 AM,1hr,35,18,23,24,13,34,14,33,35,69,,,76,2018-07-13,31
9,9:00 AM,1hr,27,18,32,26,7,24,17,11,43,43,,,49,2018-07-13,35
10,10:00 AM,1hr,31,16,30,23,8,29,16,9,39,36,,,74,2018-07-13,30
11,11:00 AM,1hr,24,13,33,21,10,25,18,7,37,41,,,51,2018-07-13,24
12,12:00 PM,1hr,24,14,32,19,12,29,18,9,32,30,,,49,2018-07-13,24
13,1:00 PM,1hr,21,13,22,19,12,20,17,9,30,34,40,,78,2018-07-13,20
14,2:00 PM,1hr,16,13,15,21,11,20,12,7,29,32,31,,49,2018-07-13,24
15,3:00 PM,1hr,18,15,20,22,12,23,13,10,29,31,28,,48,2018-07-13,25
16,4:00 PM,1hr,16,23,14,20,12,22,9,9,25,21,19,,50,2018-07-13,17
17,5:00 PM,1hr,12,17,15,16,11,20,8,5,24,17,18,,84,2018-07-13,20
18,6:00 PM,1hr,16,18,18,18,9,20,12,16,22,17,22,,90,2018-07-13,23
19,7:00 PM,1hr,13,20,17,14,9,24,19,13,27,17,19,,43,2018-07-13,23
20,8:00 PM,1hr,18,16,22,23,12,26,20,9,38,14,23,,49,2018-07-13,21
21,9:00 PM,1hr,25,13,20,19,9,51,20,13,37,17,22,,61,2018-07-13,29
22,10:00 PM,1hr,18,15,20,21,9,52,22,9,73,17,27,,134,2018-07-13,28
23,11:00 PM,1hr,12,15,15,14,6,23,25,9,42,15,21,,89,2018-07-13,22
24,12:00 AM,1hr,9,14,12,10,6,19,28,11,40,11,14,,47,2018-07-13,18
1,1:00 AM,1hr,10,11,12,10,6,16,28,15,30,14,12,,21,2018-07-14,17
2,2:00 AM,1hr,16,10,13,12,6,15,25,30,59,18,21,,59,2018-07-14,18
3,3:00 AM,1hr,23,10,13,14,7,14,21,13,19,19,30,,6,2018-07-14,15
4,4:00 AM,1hr,36,10,14,15,8,19,17,14,21,17,27,,39,2018-07-14,16
5,5:00 AM,1hr,57,9,17,15,8,16,15,18,21,20,31,,25,2018-07-14,19
6,6:00 AM,1hr,40,14,17,17,11,17,20,19,22,23,36,,99,2018-07-14,22
7,7:00 AM,1hr,29,16,28,23,11,19,24,20,31,31,58,,91,2018-07-14,36
8,8:00 AM,1hr,40,11,32,31,12,21,24,17,51,45,64,,88,2018-07-14,31
9,9:00 AM,1hr,28,10,35,39,16,26,22,16,69,41,57,,33,2018-07-14,31
10,10:00 AM,1hr,31,9,26,30,18,24,24,13,64,36,57,,61,2018-07-14,33
11,11:00 AM,1hr,31,6,25,25,18,24,21,10,41,29,51,,60,2018-07-14,32
12,12:00 PM,1hr,25,6,26,21,20,25,22,6,29,28,41,,34,2018-07-14,30
13,1:00 PM,1hr,24,7,20,19,13,26,27,12,21,27,32,,59,2018-07-14,39
14,2:00 PM,1hr,15,6,13,11,10,21,32,5,14,16,19,,49,2018-07-14,21
15,3:00 PM,1hr,12,5,11,13,7,24,17,3,15,12,18,,54,2018-07-14,17
16,4:00 PM,1hr,11,5,13,11,9,20,14,6,15,13,15,,59,2018-07-14,17
17,5:00 PM,1hr,13,5,8,11,13,18,11,10,34,11,14,,46,2018-07-14,16
18,6:00 PM,1hr,10,6,10,19,9,18,11,9,21,11,14,,55,2018-07-14,18
19,7:00 PM,1hr,25,11,17,15,11,25,19,7,41,17,21,,172,2018-07-14,21
20,8:00 PM,1hr,14,13,16,23,17,23,28,8,41,20,30,,44,2018-07-14,22
21,9:00 PM,1hr,17,11,13,12,12,24,25,7,35,11,17,,82,2018-07-14,21
22,10:00 PM,1hr,12,11,14,11,13,18,31,11,33,10,16,,51,2018-07-14,22
23,11:00 PM,1hr,9,11,10,11,17,18,34,12,32,9,12,,3,2018-07-14,18
24,12:00 AM,1hr,9,11,11,10,17,17,41,6,71,10,13,,1,2018-07-14,18
1,1:00 AM,1hr,12,10,12,11,17,18,30,4,56,12,14,,18,2018-07-15,22
2,2:00 AM,1hr,12,11,13,15,14,17,37,6,49,15,16,,20,2018-07-15,20
3,3:00 AM,1hr,25,9,12,10,13,17,24,7,45,12,15,,26,2018-07-15,18
4,4:00 AM,1hr,13,10,11,10,14,17,19,4,51,12,16,,26,2018-07-15,20
5,5:00 AM,1hr,19,9,21,26,16,23,19,6,36,21,41,,75,2018-07-15,21
6,6:00 AM,1hr,22,11,27,27,14,20,18,8,31,28,41,,48,2018-07-15,37
7,7:00 AM,1hr,16,11,28,24,17,25,16,8,32,25,44,,76,2018-07-15,34
8,8:00 AM,1hr,20,13,46,44,20,25,15,7,31,26,67,,89,2018-07-15,51
9,9:00 AM,1hr,14,31,24,21,26,25,18,6,39,22,28,,52,2018-07-15,37
10,10:00 AM,1hr,13,23,23,21,22,23,22,6,37,21,29,,71,2018-07-15,32
11,11:00 AM,1hr,18,17,31,24,25,21,20,5,28,23,29,,68,2018-07-15,36
12,12:00 PM,1hr,17,16,29,25,22,22,25,7,35,24,23,,45,2018-07-15,31
13,1:00 PM,1hr,19,19,30,30,19,23,17,8,34,31,29,,44,2018-07-15,27
14,2:00 PM,1hr,23,23,29,31,23,24,18,11,28,35,34,,60,2018-07-15,30
15,3:00 PM,1hr,23,21,29,29,23,22,13,8,24,44,41,,86,2018-07-15,28
16,4:00 PM,1hr,21,13,27,29,10,19,5,10,9,31,29,,53,2018-07-15,23
17,5:00 PM,1hr,16,11,22,22,16,17,5,9,9,24,24,,23,2018-07-15,20
18,6:00 PM,1hr,8,5,9,6,15,15,5,11,10,12,12,,26,2018-07-15,15
19,7:00 PM,1hr,9,6,5,4,10,7,5,7,9,10,13,,18,2018-07-15,10
20,8:00 PM,1hr,10,4,7,4,7,6,6,5,10,16,12,,22,2018-07-15,9
21,9:00 PM,1hr,12,4,9,7,11,6,6,3,12,9,11,,16,2018-07-15,10
22,10:00 PM,1hr,8,4,7,7,12,7,9,4,15,8,10,,10,2018-07-15,12
23,11:00 PM,1hr,8,4,8,6,13,7,10,3,16,10,9,,-,2018-07-15,11
24,12:00 AM,1hr,8,5,10,11,13,8,11,3,20,9,11,,25,2018-07-15,11
1,1:00 AM,1hr,9,6,10,11,13,7,10,4,27,11,13,,1,2018-07-16,12
2,2:00 AM,1hr,12,7,12,12,10,8,14,4,28,11,13,,38,2018-07-16,15
3,3:00 AM,1hr,11,6,12,11,4,10,13,4,29,13,13,,38,2018-07-16,14
4,4:00 AM,1hr,13,8,13,8,3,11,13,4,27,14,11,,12,2018-07-16,14
5,5:00 AM,1hr,15,9,14,10,6,12,13,4,29,18,14,,5,2018-07-16,19
6,6:00 AM,1hr,17,9,14,11,11,12,13,6,30,20,18,,41,2018-07-16,19
7,7:00 AM,1hr,18,10,15,13,11,12,13,11,36,21,19,,40,2018-07-16,25
8,8:00 AM,1hr,20,9,14,12,10,13,16,17,33,19,24,,37,2018-07-16,22
9,9:00 AM,1hr,22,11,12,13,13,15,15,10,34,22,28,,54,2018-07-16,21
10,10:00 AM,1hr,26,9,21,20,18,17,20,12,35,21,39,,88,2018-07-16,25
11,11:00 AM,1hr,24,7,17,25,22,18,25,17,35,37,33,,93,2018-07-16,21
12,12:00 PM,1hr,35,22,20,29,20,19,25,11,39,41,43,,110,2018-07-16,23
13,1:00 PM,1hr,33,16,22,29,17,21,27,10,49,39,42,,38,2018-07-16,25
14,2:00 PM,1hr,26,10,22,23,15,23,28,6,30,32,36,,37,2018-07-16,27
15,3:00 PM,1hr,25,9,21,19,15,23,26,8,23,27,31,,35,2018-07-16,23
16,4:00 PM,1hr,29,10,17,14,14,19,24,7,30,21,26,,34,2018-07-16,20
17,5:00 PM,1hr,17,12,15,11,12,19,17,9,39,22,23,,34,2018-07-16,25
18,6:00 PM,1hr,17,14,23,20,9,22,19,40,36,26,36,,123,2018-07-16,33
19,7:00 PM,1hr,14,13,16,18,12,25,18,15,26,20,25,,117,2018-07-16,23
20,8:00 PM,1hr,12,61,11,18,10,24,27,12,38,13,18,,91,2018-07-16,15
21,9:00 PM,1hr,9,28,11,10,9,32,23,12,38,16,15,,50,2018-07-16,14
22,10:00 PM,1hr,10,9,11,10,9,21,25,12,37,15,13,,74,2018-07-16,16
23,11:00 PM,1hr,19,8,18,15,9,21,18,22,40,23,21,,43,2018-07-16,19
24,12:00 AM,1hr,21,8,18,20,9,20,8,49,16,21,26,,,2018-07-16,22
1,1:00 AM,1hr,15,5,23,24,9,23,6,32,7,22,22,,26,2018-07-17,25
2,2:00 AM,1hr,8,5,13,14,10,20,5,293,5,12,10,,13,2018-07-17,20
3,3:00 AM,1hr,8,6,14,15,11,15,4,24,4,14,11,,26,2018-07-17,18
4,4:00 AM,1hr,11,8,16,11,27,15,6,16,5,12,12,,26,2018-07-17,17
5,5:00 AM,1hr,11,9,16,14,22,16,6,18,6,14,12,,32,2018-07-17,18
6,6:00 AM,1hr,14,16,15,15,18,18,5,48,7,17,15,,22,2018-07-17,17
7,7:00 AM,1hr,15,13,24,16,26,17,8,29,10,22,22,,36,2018-07-17,20
8,8:00 AM,1hr,43,11,21,18,30,17,9,46,19,27,25,,15,2018-07-17,23
9,9:00 AM,1hr,51,16,17,18,34,18,9,31,15,27,49,,21,2018-07-17,28
10,10:00 AM,1hr,22,18,17,18,15,20,11,10,16,29,47,,71,2018-07-17,33
11,11:00 AM,1hr,22,12,29,19,15,24,11,10,20,28,42,,51,2018-07-17,31
12,12:00 PM,1hr,27,17,21,22,14,28,13,10,48,33,44,,94,2018-07-17,26
13,1:00 PM,1hr,29,14,20,17,14,26,18,11,34,41,39,,65,2018-07-17,25
14,2:00 PM,1hr,30,11,21,18,14,25,22,10,34,29,43,,96,2018-07-17,24
15,3:00 PM,1hr,31,13,27,18,14,24,14,8,42,27,41,,78,2018-07-17,34
16,4:00 PM,1hr,29,7,24,23,,24,9,254,47,39,38,,55,2018-07-17,40
17,5:00 PM,1hr,24,15,23,22,,23,16,64,23,58,38,,55,2018-07-17,34
18,6:00 PM,1hr,11,33,9,11,,14,21,10,22,11,17,,51,2018-07-17,17
19,7:00 PM,1hr,10,16,11,8,,21,17,14,25,12,16,,41,2018-07-17,14
20,8:00 PM,1hr,10,18,11,10,,24,18,14,22,14,18,,25,2018-07-17,14
21,9:00 PM,1hr,13,18,9,10,,14,15,44,17,12,13,,23,2018-07-17,17
22,10:00 PM,1hr,9,20,9,8,,13,15,14,21,11,12,,25,2018-07-17,16
23,11:00 PM,1hr,7,18,9,9,,13,13,6,19,10,9,,40,2018-07-17,13
24,12:00 AM,1hr,6,15,7,6,,12,14,8,19,11,12,,3,2018-07-17,12
1,1:00 AM,1hr,8,12,7,7,,11,14,11,13,12,14,,5,2018-07-18,13
2,2:00 AM,1hr,10,10,8,7,,13,13,10,20,11,14,,16,2018-07-18,12
3,3:00 AM,1hr,12,9,8,10,,14,14,13,,14,16,,33,2018-07-18,13
4,4:00 AM,1hr,15,20,19,18,8,15,12,20,,20,20,,121,2018-07-18,18
5,5:00 AM,1hr,19,22,26,17,,20,12,18,,29,24,,66,2018-07-18,25
6,6:00 AM,1hr,36,21,27,19,11,37,27,20,,29,36,,83,2018-07-18,24
7,7:00 AM,1hr,35,18,28,30,22,17,24,21,18,26,61,,82,2018-07-18,22
8,8:00 AM,1hr,36,14,27,25,21,27,21,18,35,30,51,,63,2018-07-18,21
9,9:00 AM,1hr,31,25,25,23,24,24,25,18,31,25,38,,73,2018-07-18,25
10,10:00 AM,1hr,22,22,20,17,22,22,21,28,29,20,38,,54,2018-07-18,24
11,11:00 AM,1hr,26,17,20,20,13,24,25,19,25,31,36,,54,2018-07-18,23
12,12:00 PM,1hr,22,26,18,21,15,23,27,13,27,24,47,,,2018-07-18,25
13,1:00 PM,1hr,24,18,19,20,9,18,23,27,29,32,38,,,2018-07-18,26
14,2:00 PM,1hr,25,17,21,20,17,18,26,28,25,32,34,,,2018-07-18,28
15,3:00 PM,1hr,28,16,20,22,15,20,28,29,24,31,28,,,2018-07-18,28
16,4:00 PM,1hr,32,16,21,23,20,28,22,20,25,25,28,,,2018-07-18,28
17,5:00 PM,1hr,23,15,19,23,28,34,16,18,26,21,23,,115,2018-07-18,29
18,6:00 PM,1hr,22,15,22,20,29,45,19,14,36,19,25,,,2018-07-18,30
19,7:00 PM,1hr,19,13,21,25,28,74,25,23,39,20,32,,,2018-07-18,29
20,8:00 PM,1hr,20,13,22,29,20,89,28,42,79,19,30,,,2018-07-18,30
21,9:00 PM,1hr,26,22,21,20,15,132,16,35,51,24,25,,73,2018-07-18,30
22,10:00 PM,1hr,33,24,27,37,30,44,15,38,64,29,40,,128,2018-07-18,29
23,11:00 PM,1hr,26,25,34,36,28,34,17,41,80,35,35,,78,2018-07-18,34
24,12:00 AM,1hr,20,25,27,25,23,33,16,37,46,29,33,,49,2018-07-18,35
1,1:00 AM,1hr,22,21,29,23,23,29,13,28,31,28,43,,57,2018-07-19,36
2,2:00 AM,1hr,26,19,28,24,24,27,16,32,30,26,35,,84,2018-07-19,34
3,3:00 AM,1hr,45,16,28,26,22,24,14,20,28,26,36,,84,2018-07-19,33
4,4:00 AM,1hr,62,22,25,24,25,24,14,20,29,28,36,,,2018-07-19,36
5,5:00 AM,1hr,87,18,29,26,24,26,14,25,29,35,57,,17,2018-07-19,34
6,6:00 AM,1hr,107,24,31,39,41,37,21,90,31,46,65,,88,2018-07-19,30
7,7:00 AM,1hr,74,35,35,58,67,42,35,48,43,31,63,,114,2018-07-19,32
8,8:00 AM,1hr,59,22,40,53,53,82,48,23,47,32,65,,97,2018-07-19,36
9,9:00 AM,1hr,54,24,43,41,38,41,27,24,43,41,81,,38,2018-07-19,39
10,10:00 AM,1hr,71,20,32,29,19,63,30,22,64,32,52,,70,2018-07-19,38
11,11:00 AM,1hr,30,18,21,25,25,32,30,29,75,21,53,,,2018-07-19,29
12,12:00 PM,1hr,13,17,16,17,22,26,22,25,34,16,24,,,2018-07-19,22
13,1:00 PM,1hr,13,20,12,16,19,25,24,11,23,21,22,,,2018-07-19,21
14,2:00 PM,1hr,14,19,14,12,18,23,22,14,24,21,38,,,2018-07-19,19
15,3:00 PM,1hr,19,21,13,17,19,28,23,12,26,27,39,,,2018-07-19,20
16,4:00 PM,1hr,21,13,16,22,14,26,19,8,26,21,32,,,2018-07-19,23
17,5:00 PM,1hr,24,18,14,21,25,26,22,10,28,18,22,,,2018-07-19,24
18,6:00 PM,1hr,14,13,15,22,22,21,28,16,24,18,22,,,2018-07-19,25
19,7:00 PM,1hr,15,13,18,22,43,26,30,25,35,18,26,,145,2018-07-19,24
20,8:00 PM,1hr,19,15,17,23,42,59,35,48,60,18,27,,,2018-07-19,22
21,9:00 PM,1hr,23,28,18,24,40,108,26,26,36,27,32,,53,2018-07-19,27
22,10:00 PM,1hr,44,35,26,32,32,40,24,20,47,32,47,,145,2018-07-19,33
23,11:00 PM,1hr,31,29,41,40,23,32,22,48,43,35,53,,95,2018-07-19,54
24,12:00 AM,1hr,21,36,30,28,33,36,21,43,42,27,34,,92,2018-07-19,38
1,1:00 AM,1hr,25,46,26,20,27,27,24,38,46,22,32,,40,2018-07-20,35
2,2:00 AM,1hr,22,29,20,21,23,26,19,34,49,23,31,,74,2018-07-20,31
3,3:00 AM,1hr,27,24,23,23,23,25,21,29,42,25,36,,24,2018-07-20,28
4,4:00 AM,1hr,43,20,22,23,25,25,22,26,42,25,43,,40,2018-07-20,31
5,5:00 AM,1hr,61,20,25,26,27,27,27,38,43,30,73,,59,2018-07-20,30
6,6:00 AM,1hr,173,24,36,31,64,112,32,92,53,36,59,,115,2018-07-20,37
7,7:00 AM,1hr,249,33,48,40,90,83,34,47,67,39,68,,93,2018-07-20,41
8,8:00 AM,1hr,114,31,57,46,53,63,31,62,69,45,89,,152,2018-07-20,48
9,9:00 AM,1hr,98,38,53,32,51,53,27,50,83,38,81,,124,2018-07-20,64
10,10:00 AM,1hr,126,38,40,88,27,47,33,28,87,33,56,,149,2018-07-20,51
11,11:00 AM,1hr,81,36,40,37,24,36,31,38,110,48,74,,,2018-07-20,53
12,12:00 PM,1hr,48,34,40,39,19,28,21,24,87,65,56,,,2018-07-20,45
13,1:00 PM,1hr,43,24,24,23,15,32,35,33,61,40,36,,,2018-07-20,27
14,2:00 PM,1hr,39,26,22,29,32,23,38,23,37,47,45,,139,2018-07-20,29
15,3:00 PM,1hr,31,22,22,27,41,30,29,13,29,38,29,,,2018-07-20,32
16,4:00 PM,1hr,26,21,23,28,25,28,25,16,36,24,31,,,2018-07-20,31
17,5:00 PM,1hr,21,27,21,28,37,28,25,10,35,21,29,,94,2018-07-20,28
18,6:00 PM,1hr,20,20,21,22,21,43,24,34,48,25,25,,55,2018-07-20,27
19,7:00 PM,1hr,23,19,22,21,27,22,28,35,54,22,33,,29,2018-07-20,27
20,8:00 PM,1hr,32,16,14,16,20,27,33,23,74,23,26,,52,2018-07-20,26
21,9:00 PM,1hr,19,18,13,12,21,87,40,33,88,16,18,,52,2018-07-20,28
22,10:00 PM,1hr,19,20,14,13,23,51,66,14,84,17,20,,179,2018-07-20,26
23,11:00 PM,1hr,14,24,13,15,40,27,56,10,59,16,18,,86,2018-07-20,22
24,12:00 AM,1hr,14,22,17,14,31,27,43,8,60,17,18,,85,2018-07-20,24
1,1:00 AM,1hr,17,18,22,14,29,19,34,12,66,18,18,,29,2018-07-21,21
2,2:00 AM,1hr,17,17,16,16,24,19,37,7,63,18,18,,45,2018-07-21,20
3,3:00 AM,1hr,12,15,14,20,26,21,39,10,64,17,19,,21,2018-07-21,19
4,4:00 AM,1hr,14,12,12,12,19,18,33,9,54,14,17,,10,2018-07-21,18
5,5:00 AM,1hr,24,12,14,14,20,24,30,11,52,15,23,,45,2018-07-21,19
6,6:00 AM,1hr,70,14,16,19,32,26,38,14,37,23,36,,84,2018-07-21,20
7,7:00 AM,1hr,99,16,32,30,68,30,42,19,37,34,91,,204,2018-07-21,25
8,8:00 AM,1hr,46,12,47,40,58,26,43,13,61,44,70,,139,2018-07-21,57
9,9:00 AM,1hr,48,11,46,41,59,35,45,13,55,50,57,,150,2018-07-21,60
10,10:00 AM,1hr,60,10,38,28,41,36,44,15,73,43,67,,,2018-07-21,57
11,11:00 AM,1hr,39,8,37,33,44,34,37,14,61,32,52,,,2018-07-21,50
12,12:00 PM,1hr,30,7,38,29,24,36,29,11,44,36,41,,,2018-07-21,54
13,1:00 PM,1hr,29,7,24,29,24,30,30,8,42,34,43,,61,2018-07-21,38
14,2:00 PM,1hr,24,15,28,25,12,34,24,10,44,27,34,,,2018-07-21,35
15,3:00 PM,1hr,111,14,38,30,15,44,25,12,39,37,72,,95,2018-07-21,42
16,4:00 PM,1hr,143,9,20,14,22,22,28,3,30,17,29,,150,2018-07-21,39
17,5:00 PM,1hr,20,8,11,12,13,21,21,5,58,13,16,,118,2018-07-21,21
18,6:00 PM,1hr,15,8,17,17,12,23,18,13,126,17,22,,45,2018-07-21,26
19,7:00 PM,1hr,19,7,17,19,14,23,20,17,93,19,26,,26,2018-07-21,23
20,8:00 PM,1hr,21,7,11,25,17,22,16,7,39,22,26,,225,2018-07-21,17
21,9:00 PM,1hr,29,8,26,29,19,26,18,25,37,24,43,,80,2018-07-21,26
22,10:00 PM,1hr,36,8,34,25,15,23,19,21,37,29,41,,117,2018-07-21,40
23,11:00 PM,1hr,40,17,20,18,15,31,19,12,35,21,28,,112,2018-07-21,38
24,12:00 AM,1hr,37,14,22,19,15,26,16,10,60,19,24,,59,2018-07-21,35
1,1:00 AM,1hr,46,8,20,20,17,25,15,9,55,21,29,,99,2018-07-22,29
2,2:00 AM,1hr,17,8,20,22,25,33,19,13,36,19,26,,96,2018-07-22,27
3,3:00 AM,1hr,17,6,17,23,18,24,17,11,29,21,25,,34,2018-07-22,25
4,4:00 AM,1hr,19,9,20,21,25,23,17,14,38,25,25,,50,2018-07-22,24
5,5:00 AM,1hr,24,12,20,25,12,23,18,14,32,21,26,,60,2018-07-22,23
6,6:00 AM,1hr,35,18,21,35,14,45,19,17,31,28,30,,82,2018-07-22,24
7,7:00 AM,1hr,23,20,19,24,23,32,17,15,25,19,30,,111,2018-07-22,28
8,8:00 AM,1hr,27,19,16,17,23,65,19,13,36,18,27,,92,2018-07-22,28
9,9:00 AM,1hr,24,17,19,20,58,76,17,8,41,22,25,,119,2018-07-22,34
10,10:00 AM,1hr,21,14,16,17,91,34,14,8,57,17,22,,90,2018-07-22,37
11,11:00 AM,1hr,11,21,10,14,53,24,7,7,43,14,14,,80,2018-07-22,25
12,12:00 PM,1hr,13,13,9,11,37,45,10,8,30,11,13,,90,2018-07-22,21
13,1:00 PM,1hr,16,15,14,12,23,23,10,7,26,16,15,,131,2018-07-22,23
14,2:00 PM,1hr,17,17,12,18,19,45,20,6,62,16,21,,93,2018-07-22,20
15,3:00 PM,1hr,33,13,36,33,23,21,14,10,26,34,55,,93,2018-07-22,46
16,4:00 PM,1hr,20,6,27,22,24,14,12,11,26,28,39,,135,2018-07-22,42
17,5:00 PM,1hr,9,5,10,11,16,20,13,7,31,11,14,,53,2018-07-22,21
18,6:00 PM,1hr,9,5,11,8,15,12,16,6,31,14,14,,124,2018-07-22,17
19,7:00 PM,1hr,12,7,10,9,11,15,18,8,24,15,13,,,2018-07-22,17
20,8:00 PM,1hr,11,8,21,15,25,16,17,10,23,39,22,,40,2018-07-22,22
21,9:00 PM,1hr,15,6,12,12,25,14,16,17,22,23,18,,47,2018-07-22,19
22,10:00 PM,1hr,13,5,12,11,26,13,16,34,22,15,15,,36,2018-07-22,20
23,11:00 PM,1hr,11,5,14,15,,13,16,36,21,27,54,,,2018-07-22,19
24,12:00 AM,1hr,13,6,15,15,,15,16,57,22,25,28,,147,2018-07-22,18
1,1:00 AM,1hr,14,7,14,14,,16,14,44,22,21,17,,36,2018-07-23,19
2,2:00 AM,1hr,18,7,14,15,15,15,15,40,21,16,19,,62,2018-07-23,18
3,3:00 AM,1hr,14,5,14,15,,15,17,36,21,16,18,,26,2018-07-23,18
4,4:00 AM,1hr,17,6,18,16,,16,18,39,24,18,19,,,2018-07-23,20
5,5:00 AM,1hr,19,6,19,19,,16,16,35,28,19,21,,16,2018-07-23,19
6,6:00 AM,1hr,52,7,24,25,20,16,16,32,28,21,37,,62,2018-07-23,20
7,7:00 AM,1hr,33,7,30,26,19,18,20,75,25,27,39,,35,2018-07-23,25
8,8:00 AM,1hr,26,10,25,34,15,24,21,30,33,32,59,,67,2018-07-23,25
9,9:00 AM,1hr,42,10,25,29,,24,24,25,35,34,50,,80,2018-07-23,27
10,10:00 AM,1hr,37,8,24,33,,24,23,33,23,29,51,,80,2018-07-23,27
11,11:00 AM,1hr,34,7,27,27,,23,27,23,12,37,51,,127,2018-07-23,31
12,12:00 PM,1hr,22,7,34,30,17,25,15,16,14,35,42,,103,2018-07-23,30
13,1:00 PM,1hr,20,8,22,26,12,25,17,20,16,36,33,,92,2018-07-23,30
14,2:00 PM,1hr,18,15,28,24,14,29,17,9,24,27,47,,71,2018-07-23,27
15,3:00 PM,1hr,24,26,22,21,,22,22,10,25,24,44,,169,2018-07-23,23
16,4:00 PM,1hr,7,15,14,8,12,14,20,18,31,18,8,,73,2018-07-23,16
17,5:00 PM,1hr,9,16,6,5,7,11,17,12,26,6,7,,63,2018-07-23,11
18,6:00 PM,1hr,12,14,13,7,15,11,20,7,25,10,16,,85,2018-07-23,16
19,7:00 PM,1hr,12,16,13,13,15,13,17,11,20,19,14,,24,2018-07-23,17
20,8:00 PM,1hr,11,19,7,7,16,11,17,14,19,10,9,,76,2018-07-23,15
21,9:00 PM,1hr,11,18,8,5,19,11,18,10,21,15,12,,72,2018-07-23,14
22,10:00 PM,1hr,9,20,7,9,21,12,20,103,23,10,9,,63,2018-07-23,12
23,11:00 PM,1hr,15,17,10,12,22,13,23,23,25,9,11,,85,2018-07-23,13
24,12:00 AM,1hr,19,18,18,24,22,13,23,18,26,16,19,,10,2018-07-23,19
1,1:00 AM,1hr,17,18,20,24,21,14,24,20,28,23,21,,4,2018-07-24,16
2,2:00 AM,1hr,18,18,26,26,21,14,20,22,30,26,21,,34,2018-07-24,18
3,3:00 AM,1hr,18,16,27,28,11,17,18,21,32,26,21,,14,2018-07-24,21
4,4:00 AM,1hr,20,15,26,26,13,15,19,19,28,29,22,,7,2018-07-24,23
5,5:00 AM,1hr,23,16,18,18,16,14,20,19,31,30,23,,91,2018-07-24,25
6,6:00 AM,1hr,21,18,19,18,17,14,17,20,31,26,25,,11,2018-07-24,26
7,7:00 AM,1hr,19,18,21,15,12,13,20,37,28,26,20,,47,2018-07-24,27
8,8:00 AM,1hr,20,18,21,22,8,16,19,17,33,30,23,,83,2018-07-24,22
9,9:00 AM,1hr,29,20,23,25,10,16,19,10,45,38,36,,62,2018-07-24,19
10,10:00 AM,1hr,24,19,27,32,8,17,21,9,53,40,46,,116,2018-07-24,25
11,11:00 AM,1hr,25,17,21,30,11,21,29,9,45,43,37,,61,2018-07-24,24
12,12:00 PM,1hr,35,13,14,30,11,21,25,12,37,25,36,,59,2018-07-24,19
13,1:00 PM,1hr,29,12,14,26,10,21,22,12,26,30,38,,,2018-07-24,25
14,2:00 PM,1hr,30,12,18,20,10,23,20,13,19,29,36,,,2018-07-24,24
15,3:00 PM,1hr,18,12,17,15,13,22,26,11,29,28,27,,,2018-07-24,23
16,4:00 PM,1hr,18,14,15,14,13,20,26,10,29,27,23,,,2018-07-24,22
17,5:00 PM,1hr,13,7,14,12,14,14,22,8,29,32,17,,,2018-07-24,20
18,6:00 PM,1hr,41,13,17,20,14,19,19,15,29,30,112,,,2018-07-24,22
19,7:00 PM,1hr,8,21,10,9,14,14,17,19,30,17,13,,64,2018-07-24,12
20,8:00 PM,1hr,11,44,11,12,14,15,22,125,30,15,13,,96,2018-07-24,17
21,9:00 PM,1hr,10,34,11,13,,15,31,15,,15,13,,,2018-07-24,17
22,10:00 PM,1hr,7,27,8,10,13,16,26,26,,13,12,,1,2018-07-24,14
23,11:00 PM,1hr,7,19,11,12,14,16,35,14,,12,12,,13,2018-07-24,14
24,12:00 AM,1hr,7,16,8,11,12,16,24,14,,12,10,,68,2018-07-24,15
1,1:00 AM,1hr,10,16,9,9,11,16,14,6,,15,14,,21,2018-07-25,13
2,2:00 AM,1hr,30,15,14,15,12,,15,5,,20,20,,62,2018-07-25,15
3,3:00 AM,1hr,17,13,15,19,12,,14,6,,21,20,,104,2018-07-25,20
4,4:00 AM,1hr,24,11,15,20,13,,14,8,15,18,23,,37,2018-07-25,21
5,5:00 AM,1hr,32,12,16,18,14,,15,9,20,26,30,,30,2018-07-25,21
6,6:00 AM,1hr,62,14,60,20,18,,17,17,21,36,41,,55,2018-07-25,20
7,7:00 AM,1hr,87,25,27,25,22,,38,32,34,37,61,,84,2018-07-25,22
8,8:00 AM,1hr,27,19,29,31,19,,20,24,35,40,47,,,2018-07-25,25
9,9:00 AM,1hr,22,17,20,24,15,,14,13,24,26,30,,87,2018-07-25,25
10,10:00 AM,1hr,23,17,23,28,18,,12,23,23,33,29,,95,2018-07-25,33
11,11:00 AM,1hr,23,15,23,20,13,24,14,15,19,31,35,,176,2018-07-25,30
12,12:00 PM,1hr,22,12,21,21,13,26,18,9,26,34,31,,,2018-07-25,26
13,1:00 PM,1hr,20,11,23,20,15,28,19,12,29,35,31,,,2018-07-25,25
